"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup"
69,96723293,"ke929 (1/Unl.)",0,143.95,"(1B) Joey Votto ,(OF) Andrew McCutchen ,(C) Francisco Cervelli ,(P) Lance Lynn ,(SS) Jordy Mercer ,(3B) Josh Harrison ,(2B) Kolten Wong ,(OF) Billy Hamilton ,(P) Dallas Keuchel ,(OF) Gregory Polanco "
69,96738913,"sandshark1 (1/Unl.)",0,143.95,"(OF) Marlon Byrd ,(1B) Mark Reynolds ,(C) Francisco Cervelli ,(OF) Jason Heyward ,(3B) Todd Frazier ,(P) Lance Lynn ,(2B) Kolten Wong ,(OF) Billy Hamilton ,(P) Dallas Keuchel ,(SS) Carlos Correa "
72,96731109,"David197240 (1/Unl.)",0,143.75,"(OF) Andrew McCutchen ,(C) Francisco Cervelli ,(OF) Jason Heyward ,(1B) Todd Frazier ,(3B) Josh Harrison ,(2B) Kolten Wong ,(P) Anthony DeSclafani ,(P) Dallas Keuchel ,(OF) Starling Marte ,(SS) Jung Ho Kang "
73,96701201,"mdjray (1/Unl.)",0,143.60,"(1B) Joey Votto ,(OF) Andrew McCutchen ,(C) Francisco Cervelli ,(OF) Jason Heyward ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(2B) Kolten Wong ,(P) Adam Warren ,(P) Dallas Keuchel ,(SS) Jung Ho Kang "
74,96712063,"saganiuk (1/Unl.)",0,142.95,"(C) Brayan Pena ,(OF) Skip Schumaker ,(1B) Mark Reynolds ,(OF) Jason Heyward ,(3B) Todd Frazier ,(P) Lance Lynn ,(2B) Jose Altuve ,(P) Dallas Keuchel ,(OF) George Springer ,(SS) Carlos Correa "
74,96714631,"dunx22 (1/Unl.)",0,142.95,"(1B) Joey Votto ,(2B) Luis Valbuena ,(OF) Andrew McCutchen ,(C) Francisco Cervelli ,(OF) Jason Heyward ,(P) Lance Lynn ,(SS) Jordy Mercer ,(3B) Josh Harrison ,(OF) Randal Grichuk ,(P) Dallas Keuchel "
74,96728583,"ohhello (1/Unl.)",0,142.95,"(2B) Skip Schumaker ,(1B) Joey Votto ,(OF) Andrew McCutchen ,(C) Francisco Cervelli ,(3B) Todd Frazier ,(P) Lance Lynn ,(SS) Jordy Mercer ,(OF) Josh Harrison ,(P) Dallas Keuchel ,(OF) George Springer "
77,96739227,"Dawgpound32 (1/Unl.)",0,141.95,"(OF) Marlon Byrd ,(1B) Mark Reynolds ,(OF) Andrew McCutchen ,(OF) Jason Heyward ,(C) Jason Castro ,(P) Lance Lynn ,(3B) Josh Harrison ,(2B) Jose Altuve ,(P) Dallas Keuchel ,(SS) Jung Ho Kang "
78,96611810,"Ross2385 (1/Unl.)",0,141.75,"(3B) Luis Valbuena ,(C) Francisco Cervelli ,(OF) Jason Heyward ,(1B) Todd Frazier ,(OF) Giancarlo Stanton ,(2B) Kolten Wong ,(P) Anthony DeSclafani ,(P) Dallas Keuchel ,(OF) George Springer ,(SS) Adeiny Hechavarria "
79,96697502,"swartzy444 (1/Unl.)",0,140.95,"(OF) Marlon Byrd ,(1B) Joey Votto ,(SS) Jhonny Peralta ,(C) Francisco Cervelli ,(OF) Jon Jay ,(P) Lance Lynn ,(2B) Jose Altuve ,(P) Dallas Keuchel ,(3B) Matt Carpenter ,(OF) Preston Tucker "
80,96614620,"Golfish (1/Unl.)",0,140.75,"(OF) Marlon Byrd ,(1B) Joey Votto ,(P) Dan Haren ,(OF) Jay Bruce ,(SS) Ivan De Jesus Jr. ,(C) Francisco Cervelli ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(2B) Jose Altuve ,(P) Dallas Keuchel "
81,96570000,"Chiefs58 (1/Unl.)",0,139.95,"(C) Francisco Cervelli ,(3B) Todd Frazier ,(1B) Pedro Alvarez ,(P) Lance Lynn ,(2B) Kolten Wong ,(P) Dallas Keuchel ,(SS) Eugenio Suarez ,(OF) Gregory Polanco ,(OF) George Springer ,(OF) Preston Tucker "
82,96716730,"denali49 (1/Unl.)",0,139.75,"(C) Yadier Molina ,(3B) Luis Valbuena ,(OF) Colby Rasmus ,(P) Anthony DeSclafani ,(2B) Jose Altuve ,(OF) Billy Hamilton ,(P) Dallas Keuchel ,(1B) Evan Gattis ,(OF) Preston Tucker ,(SS) Carlos Correa "
